Tweet Text	# number	Medical relevance	X	Does X cure cancer 	
On National Cancer Survivors Day, we honor all those who have ever heard the words, “You have lung cancer.” You inspire us each and every day as we work to improve lung cancer outcomes by funding research for the prevention, diagnosis, treatment and cure of lung cancer. #NCSD2018 https://t.co/181KuzJHP2	1				
@DennisDMZ @tkinder Come on...if @Potus discovers the cure for cancer and gives it away for free, it's an impeachable offense.	1				
There is a cure for all that, but cures don’t make as much money as treatments and medications https://t.co/5UVdmYID08	1				
Im YoonA,  whenever she steps foot in China an earthquake hits the country (basically this how famous she #shook) she is the visual of the group and one of the main dancers yet her voice can cure cancer she also an Actress https://t.co/2USToSAr2l	1				
@IngrahamAngle @MSNBC @realDonaldTrump TDA aka Trump derangement syndrome is visible everywhere. Trump could cure cancer and Libtards would find something complain about.	1				
@LauraLoomer @realDonaldTrump @realDonaldTrump could cure Cancer and the liberals would find fault with it because he did it. People like that can’t be reasoned with. No need to keep trying to understand...	1				
@SebGorka @realDonaldTrump @foxandfriends @FoxNews @FoxNewsInsider @foxnewsvideo @HuntsmanAbby @PeteHegseth @GriffJenkins They will be like this for his 8 years in OFFICE. They lie, manufacture and hate because that is all they have. He could cure cancer, GOV, get the USA out of debt and have everyone making $20 an hour and up and they would make up something. They are rather entertaining https://t.co/9SMbzXejps	1				
@JorgeAlvarez7 @realDonaldTrump He could cure cancer and they would still have something negative to say about it	1				
Antarctica - Remote Viewing The Most Significant Relic https://t.co/LMaQMKCPx2 via @YouTube. Did they find the/a cure for cancer? We’ll have to wait and see.	1				
@MSignorile @joshtpm @TPM they've also claimed to cure cancer and aids. also, kim jong-un doesn't poop and gets a hole-in-one every time. call me skeptical, but they don't seem very honest.	1				
I would like to thank my friends and family and everyone from the srhs stem class of 2013 who voted me “most likely to cure cancer”	1				
@Sonjamclaughlan Comes on for 12 minutes, doesn’t change the game, cure cancer and bring peace to Palestine. Critics say “ told you he’s not an international”.	1				
@Piopio12856467 @PardesSeleh Maybe the people taking issue with this don’t matter? I mean if this is so outrageous, maybe these people are looking to be outraged. It doesn’t matter what Pres Trump or his family does. He could cure cancer and the left would be outraged that he didn’t cure Alzheimer’s first.	1				
Karma RT @UberFacts: For decades, Hulda Regehr Clark claimed to have the cure for cancer and made millions of dollars. She died of cancer in 2009.	1				
@benshapiro I doubt he can do anything about the hurricanes but wouldnt it be absolutely crazy and awesome if the cure for cancer actually happened while @realDonaldTrump is president?  But wait, maybe weather control too!  awesome!  Ben, you are a friggin' genius!	1				
@TheShreks @PinballToCrease @JonMarcMcD @exfogcity @charliekirk11 Charlottesville wouldn't have happened if Antifa wouldn't have got violent. Trump is 100% for America. The guy could cure cancer and you would still hate the guy. This is pointless. #Trump2020 #MAGA #KAG	1				
Hey guys please go cast a vote for LOLA (white boxer in GRP Hat). She has made it to the finals in the ONE CURE contest, and she wants to tell her story of fighting cancer, and showing it whos in charge. https://t.co/nPR9wrgcnc @taylorswift13  @selenagomez	1				
Very good video for EVERYONE to watch, including startling info. at the end about salt/cholesterol. #cancer #prevention #health The True Cause and Cure for Cancer (Video) http://2016-10-25-the-true-cause-and-cure-for-cancer-video.html	1				
@MSNBC @NicolleDWallace This station is pathetic! This President could cure cancer and you would say what about the common cold ?? Sad watching a bunch of biased BUTTERCUPS try to report on news. It's all lies you try to brainwash instead of report facts.	1				
@bostonherald Trump could cure cancer and it would draw ire	1				
Raising money to cure cancer. Please help if you can. Big or small all is appreciated. Don’t feel obliged though not even my closest are bothering 🖕🏼🖕🏼🖕🏼🖕🏼 (Laurissa gave me cash before you look down the list and think we’re not tight and shit)  https://t.co/RvFvQn0Vjz	1				
@waltshaub Unfortunately, the administration's tactic of de-sensitizing us to these alarming events is working.  Even I, a political news addict, am getting numb and tired of hearing about this.  Beginning to think there's no hope for a cure to the cancer in the WH.	1				
But no talk of banning the chemicals n production of it? No sanctions on countries that send it here? Just more chemicals? Get em addicted so we can cure it and make trillions, u think cancer rates are normal? Lol u dont think its given 2 you? You think 1 in 42 boys autistic is ?	1				
If Donald J Trump developed a cure for cancer there’d be people that would rather die then except the cure... That’s the political environment that we’re living in and that friends is Sad!    @realDonaldTrump #givepeaceachance #giveunityachance @DonaldJTrumpJr	1				
@SassCBrown Their was a doctor in fl that treated people with oxygen therapy but the FDA and john Hopkins university shut him down. They don't want to cure cancer because it's a trillion dollar operation. Their was a guy in Canada that cured cancer with vitamin bread.	1				
@grizz_meister Trump could find the cure to cancer and the Left would still hate him. It’s crazy	1				
10/ People want to be “addicts” to feel vaguely alivei nour society. It’s, again, parallel to seeking out a victim identity. And it crops up in Fight Club (vicarious thrill of joining cancer “survivor” circles, AA; cancer itself also being moralised because we can’t cure 100%).	1				
No, sorry duas can't cure depression or cancer. It can give you momentarily peace BUT IT CAN'T CURE CANCER OR DEPRESSION. MEDICAL TREATMENT IS THERE FOR A REASON. https://t.co/OF5Xu1DZHl PRAYERS CAN DO ANYTHING . THEY CAN CURE DEPRESSION AND CANCER TOO .NO MATTER IF YOU PRAY AT YOUR PLACE OR HOLY MAKKAH , ALLAH IS ALWAYS LISTENING BUT FOR THIS YOU SHOULD HAVE SOME PATIENCE AND SENSE . https://t.co/FVEmFzLrks	1				
@HeidiM_67 @eugenegu Skin cancer is a deadly disease a baby isn't a disease you equating cancer to a baby is complete nonsense! Getting pregnant is a risk you take and just like cancer are obligated to deal with it responsibly! With a baby you see him or her to term with cancer you cure it!	1				
@johnmonroe90 They are. They are truly crazy. Trump could cure cancer and world hunger and they'd say, "why didn't you do it sooner".	1				
These expert cave divers show the dangers of cave diving, and why untrained divers like the young boys trapped in a cave in Thailand should never attempt it https://t.co/xA6PLUSkXA https://t.co/3dsWKqroVI Okay.....so you do this to recover ancient artifacts.....pick up huge gold nuggets...fist-sized diamonds.....find a cure for cancer....or.....??? Not seeing the purpose, guys.....#crazystuffthis https://t.co/3nG1S7FwQd	1				
The minute the year turns 2020, all the flying cars and vehicles, superpowers, and cure for cancer will fuck around and come out from the dark	1				
@DavidJollyFL So, just let him have nuclear weapons and tossing missiles everywhere ? - Truly convinced now, Trump could cure Cancer,  and libs would be bitching that it's killed so many people why would you wan to cure it ?	1				
Groundbreaking genetic research could help diagnose and cure cancer in children   Scientists are one step closer to diagnosing and treating aggressive childhood cancer, as researchers at UT Southwestern Medical Center have identified genetic changes t... https://t.co/NVPl4NaZ3S	1				
@economisms @OccupyWisdom @gkeyf34 However if we want a cure for a cancer or a cure for a handicapped person what ever it is we need we MUST call them only in Lakota and only with Lakota Songs.  Some Chiefs and Medicine Men are very strict and won't allow English to be spoken either.  So Where life and death 2	1				
AMERICAN CHILDREN SEPARATED FROM THERE PARENTS EVERY DAY IN AMERICA_WHEN THE PARENTS BREAK THE LAW AND GO TO JAIL AS WELL_WE HAVE A PROCESS  FOR PEOPLE TO COME HERE LEGALLY NOT ILLEGALLY_THAT'S BREAKING THE LAW AS A NON CITIZEN_THERE'S NO DIFFERENCE_SO GET IN LINE PEOPLE #USA ;^_ https://t.co/XikRmwpHFk #POTUS TRUMP FOUND A CURE FOR CANCER Liberals WOULD SAY_ WHAT TOOK HIM SO LONG ) DEMOCRATS SHOULD BE HELD TO ACCOUNT FOR THE SAME STANDARDS THEY REQUIRE FROM EVERYONE ELSE BUT THEMSELVES_A BUNCH OF HIPPO CRAP_DEMOCRAT LEFT-WING HACKS_HAPPY BIRTHDAY #POTUS_LIBS ON CRACK... https://t.co/Xz4aHi44ft	1				
lisa’s smile could heal depression cure cancer and bring world peace. i hope she knows that	1				
@TheFive Can you replace Juan with some other liberal. Juan will  argue anything and everything is bad if it comes from Trump. Trump could cure cancer and Juan would whine and complain.	1				
Yesterday at work we were talking about conspiracy theories and I proposed one where @elonmusk was a time travelling alien and he knows the cure for cancer but can't introduce it because it destroys his timeline so he's waiting for the right time. Response? "I believe that."	1				
@Scaramucci Nothing will ever make these people happy ever he could cure cancer and they would be pissed off about it	1				
The struggle for a cure is less about disease and more about battling the institution in THE TRUTH ABOUT CANCER https://t.co/LMml0KRsex https://t.co/ivkn6oMtVl	1				
The cure for cancer is available, just too cheap to be highly profitable.  Doesn't need treatment centers or special cancer hospitals or wings.  And Obama played a role in suppressing it.  Time to be an adult, Pam. https://t.co/yuES7fcvI6 @thehill Trump supporters always say "You'd criticize him if he found the cure for cancer". Hell, if Obama had discovered the cure for cancer Trump would outlaw it.	1				
He was waiting for penalty so he can pull shirt and spread arms like he found the cure to cancer https://t.co/EFURgi8pTw	1				
@TheStoryFNC why do you have that hack Mary Anne marsh on your show.  Trump could cure cancer and she’d say he did it to beat obama.	1				
Draw your dad and your teacher discovering the cure for cancer	1				
@MSNBC Trump could cure cancer and have lasting guaranteed world peace and the Left would find some fault with it.  Or they would claim it was really the Russians who did it.	1				
@DrLoveResearch focuses on finding a cure and preventing breast cancer. #FollowThem https://t.co/BORS66IX7L via @caretoclick	1				
I’ve had boys buy me flowers, take me out, do the cute “twitter” things and tbh, that’s all dead... Speak to me with respect during an argument. Stay faithful during the hard times. Pursue me after the honeymoon phase. Be patient while I get where I’m going. I’ve never had that. i give it a year before girls are over literal conversation and respect before they’re like “we’ve had that...i want my man to take me to the moon after he finds the cure for cancer. i’ve never had that.” https://t.co/brtoD2dKIE	1				
@bbcnickrobinson @JuliaHB1 Goodness Nick, grow up. Haven't we in the UK welcomed with open arms the king of Saudi Arabia and the president of China. Your bile is almost palpable. He could cure cancer and you'd say "But he can't cure the common cold". Pathetic.	1				
@RandPaul Senator Paul. I believe in your beliefs. I have supported you for many years. My wife recently passed away. She suffered for three years with colon cancer. You’re a doctor. Please help me get through this. And please help fund finding a cure to this heartbreaking disease.	1				
DONT go and tell me there’s a cure for cancer being kept from the public. DO FUCKING NOT even go there. Pisses me the FUCK off.	1				
@Vanns40 @abbeyzoe2209 @jane_armand @brianstelter It doesn't matter what you say or what facts you present. It's only hate Trump. He could cure cancer, and the hateful leftist would complain that he didn't cure diabetes ! It's like conversing with a belligerent child !	1				
People really out here thinking there is a singular cure to cancer ... miss me w that shit and take some bio classes bois	1				
@Moderate_Dem @Kulliveen @Patriciamoffat5 @realDonaldTrump And you are clearly delusional....  You’ll never be happy, even if he found away for world peace and the cure for cancer! You’ll never be happy! So why don’t you try the liberal plastic bag challenge.	1				
One of my schoolmates, smart kid, told me once: they'll never defeat cancer, why would they? They defeat it and they're all out of jobs. It's so profitable to just cure it without eliminating it.	1				
#Trump could cure cancer and the Democrats would find something negative to say about it. #TrumpKimSummit	1				
@RyanLizza Lolol.  The whataboutuism is getting old lefties.  The narcissist from new York could cure cancer and you candy asses would still find something to bitch about it.	1				
@SportsCenter @espn @ramonashelburne @wojespn Does Leonard cure aids and cancer by touch to chase after him with $220mil ?	1				
@realDonaldTrump Biotechnology is on track to cure most disease and cancer. Please do whatever you can to accelerate these cures so that all people who currently suffer with cancer and disease can experience freedom from their sickness. Right-to-try bill was a great start. MAGA!	1				
@freewillfighter If Mr. Trump had a cure for cancer they would try and block him if he wanted to use it. Lefty thinking all the way.	1				
Abbvie and Alphabet-Backed Calico Spend Another $1B to Help Cure Cancer	1				
Trump could cure cancer and yall would still have something to say #TrumpKim	1				
We live in a time where robots think for themselves but somehow we can’t find the cure for cancer. We live in a time where it’s easier to get a gun than to get a college degree. We live in a time where the color of your skin depends on the outcome of your life. Changes. Please. What the fuck is this. Because we’ve developed computers means cancer should be cured? Buying a gun from a shop doesn’t take 3-5 years to study and learn and the colour of your skin is determined by... the colour of your skin https://t.co/VKZ7pyYlpC	1				
Is the cure for Cancer and AIDS next to this??? https://t.co/gZ0HAfBpzt	1				
@MarkDice Trump could find a cure to cancer and the left would complain that he didn't cure a AIDS or diabetes or Parkinson's instead...	1				
@Lrihendry @steph93065 Trump could cure cancer and they’d blame him for overpopulation.	1				
Positivity can’t cure cancer – and neither can fighting talk @thepooluk #thepool https://t.co/ZHU7NAredx	1				
@menhealuk @Drewskie05 @joerogan Yeah I don't we're to far off from being able to treat and cure those with cancer maybes another 20-30 year hopefully and holistic therapies are fine aslong as they're apart of actual medical treatment other wise it is just a death sentence	1				
@bbcnickrobinson @JuliaHB1 Another Trump Derangement Syndrome sufferer. He could be announcing the cure for cancer and the chattering classes would find fault. Will you be covering the Nobel prize ceremony you recently tweeted as being on hold? https://t.co/LLzRzcvuFI	1				
@xGlockk @OttoMatticBaby @realCHVSE @LilSkies @Teeqo @WASDMitch @PsyQo_Kolby @Ashtronova @Red_Emzy @TimothyDeLaG @MisFirebbox Prayers your way bro may God bless you and cure you from this cancer ❤️ i lost my dad last month to cancer and i just pray to God he blesses you with a clean body with no cancer ❤️	1				
Use coconut to reverse Alzheimer’s, diabetes, and even cure breast cancer. How? Taking a large quantity of coconut oil in diet. https://t.co/zeLruJzYfT	1				
Cancer is the collective term for hundreds of adaptive diseases which vary in treatment, symptoms and risk factors, moving like it's a singular disease with a singular cure loool	1				
Trump could find a cure for cancer, and the left would complain that he’s putting  DRs out of work. Childish.	1				
@LouiseC240 @PeterSharpley3 Of for fucks sake grow up. You know blueberries aren’t a cure for cancer? And vaccinations work?	1				
@lainasivas We didn't expect any of the radical Left resistance to praise the President. He could cure cancer and you'd say he didn't do it soon enough. Americans are done with you, the radical Left. You are nothing more than anti-American traitors.	1				
@michaelbeatty3 In order to cure cancer you isolate and eliminate the disease, you don't leave it hoping it will straighten up! PROSECUTE and  INCARCERATE the disease in the FBI AND DOJ! If not live with the mistrust and dishonorable reputation for ever! HEADS HAD BETTER ROLL! We are watching!	1				
@berryman_al @OleLadyShoes @TheMalcore @jshallack @CNN Are you the little wannabe lawyer.   Ok she is an Einstein and was granted fast track  citizenship so she could cure cancer. Oh wait, pose for porn photos and have sex with rich men. You people are so disingenuous it’s hilarious.	1				
True but also there are 100+ types of cancer and each of them are different. There might be a cure for one or two types of cancer. But being able to find the cure for all of them is hard work, specially bc there is no way questionable treatments will be used on cancer patients. https://t.co/hchqB7SR52	1				
All I want for my birthday is a cure for #cancer and a chocolate cake...not too much to ask right! 😊  #birthdaywishes #noponyformme #coffeeisnicetoo	1				
@keithatkinson06 @monique_atk This is what my dads brother say y’all should look at this and her husband have videos on YouTube my dad bro says he is the only man that cure cancer it was to late for my grandmother but hop this will help your family after y’all do y’all research https://t.co/Llr6HGCcNe	1				
@Liz4syth @PaxBritannica66 @michaeldickson @AdamMilstein It's okay Snowflake, we know what your about. Trump could cure cancer and you'd figure out a way to hate him for it.  #MAGA #Israel	1				
Death.  Disease.  Big Pharma holds all the cards and the $$$ because they don't want to cure cancer.   Best thing is you don't need to watch the whole movie.  But you should because, you know, science. https://t.co/eAZZCeghVi	1				
Blaming our products, technologies, and even modern life itself for cancer lets us off the hook from making the kind of basic lifestyle changes in diet and exercise that would reduce our cancer risk far more, writes @dropeik: https://t.co/UgcTtC0oiD Hey, how about we blame unregulated and predatory corporations instead of shaming and blaming those exploited?!Quitting coffee won’t cure cancer or global warming. https://t.co/FbNxibiIpw	1				
odd future as a brand could release the cure to cancer and everyone would still be like “SMH THESE POSERS BOUTTA GO WILD ON IG 😤😖🤧” “YA THIS WOULDA BEEN COOL... IN 2012 😂” “GOLF BE THE SET NO MORE OF 😬” like damn we get it ur cool you dislike clothes that tyler also dislikes	1				
There are so many videos about how to cure cancer naturally...Ours has a bit of a different spin. @CaulfieldTim @picardonhealth @billbrownstein @DrPaulOffit @TerryPolevoy @EdzardErnst @juliaoftoronto #cancer #cancercure #naturalhealing #bigpharma #health @ScienceBasedMed @scimoms https://t.co/hm5lXgruVy This is the type of video that will go viral in #academiclife or #medicine ... too bad that it probably won't go viral for regular consumers and patients https://t.co/3tLdJbsL3v	1				
Presidents are evaluated by how many bills they pass now. Not by their approval rating, unemployment rate while in office, overall economic status of the country. Anything liberals can do to make Trump look bad they’ll do it. He could cure cancer and that would be bad then https://t.co/MKAlvtWQKI	1				
@Stabor4Tabor @XULQIMOON @realDonaldTrump Trump cannot spell missile and you think he can cure cancer? 🤔	1				
We need to stop resorting to chemo and our traditional methods which haven't worked to fix health. Or cure cancer. https://t.co/6saoSaaBe4	1				
@JoyAnnReid @maddow @chrislhayes PRESIDENT TRUMP could cure cancer and repeal the 2nd amendment you liberal assholes would come out in support of cancer and the 2nd amendment.	1				
Groundbreaking genetic research could help diagnose and cure cancer in children https://t.co/5ULNTh45C8 https://t.co/4k2IKU6rnn	1				
The true cause and cure for cancer - must watch: https://t.co/sOAVDuOvik #cancer #health	1				
There is a cure for everything idgaf what you say. People in power protect cures because without a cure, the world has spent over a 100 billionaire dollars since cancer has been known. But with a cure, it would be way cheaper and they can’t risk losing that type of profit.	1				
@Jesseritenour To add. There are cheap cures out of USA to cure cancer as well but big pharma and the to populated thing you hear. So I get it, a way to reduce population.	1				
Just solved Bioinformatics "Searching Through the Haystack" problem! One step closer to a cure for cancer and genetic diseases.	1				
*ignorant person sees advanced technology they deem useless* "OH EM GEE BUT U CANT CURE CANCURRRRR???!!!!"  Not every person specializes in cancer research, nor is every research about cancer. And I'm pretty sure you're incurable.	1				
@Rob_ThaBuilder @Chinese_Surfer @brianstelter Unlike Obama Trump won’t announce to the world what we are doing militarily. I get it that you hate Trump with a passion though. He could cure cancer and people like you would still find fault	1				
@larryelder @afbranco If he found a cure for cancer they’d complain that he promised to created jobs and his cure cost millions of high paying Big Pharma, research and health care jobs! Or as I heard Huckabee say: If he walked on water, the headline would be DJT can’t swim!	1				
@ChristieC733 @MorMor65596702 Trumps can CURE cancer and they would be called bad people!	1				
As medicinal plants and spices claim to cure everything from cancer to cavities, we asked the pros what they think of this trend https://t.co/62eSBroxL0	1				
i don't tweet. cancer sucks. is there really no cure for cancer? surly the government has a cure and its not releasing it because there would just be to many people in the world. think about it.	1				
So Elon constructed a commendable rescue sub and this is the news.  Fair to say, you can cure cancer but someone will try and find a fault in it. https://t.co/kfK0UnMoif	1				
The struggle for a cure is less about disease and more about battling the institution in THE TRUTH ABOUT CANCER https://t.co/LMml0KRsex https://t.co/Cj3cnyfysO	1				
Taeyong’s laugh can cure cancer, end world hunger and poverty, clear my acne, my insomnia is gone, I suddenly love life thank you taeyong	1				
RT @Eddie1Levin: Man and Woman Use Carrot Juice to Cure Stage Four Cancer https://t.co/GFcucPeHS3	1				
His natural beauty can cure cancer, spread peace over the land, and unite all nations to live together in harmony as one https://t.co/WCyuyJnIIg	1				
@MaxFosterCNN @brianklaas @KateAndrs @rachshabi @GPW_Portland The guy could cure cancer and you'd claim he'd increased the proportion of people dying of heart disease.	1				
Trump could literally find a cure for Cancer and people would still criticize him for it 😑	1				
@thehill That’s because the socialist media hates this man. He could cure cancer and they would complain. Go Fox News!	1				
If Maya Angelou died when she was 20, she would've died a prostitute &amp; single mom. If Malcolm X died when he was 20, he would've died as Detroit Red, a thief, a woman beater &amp; drug addict. People's mistakes often lead to their great destiny. We all have a story to tell. RIP XXX https://t.co/Lv2RtR3D74 let’s go ahead and stop with this “all people have potential to be great” shit.  we have no idea so we don’t need to think this fool was gonna come up with the cure for cancer. https://t.co/uNlYe8fhg4	1				
@Radi0freedom @OliverMcGee @realDonaldTrump If there was a cure for cancer, Tsar Rump And his malignant Ilk,including you, wouldn’t exist.	1				
@zimmy01956 @MattsHotTake @realDonaldTrump Lol you all look so rediculous, trump could cure cancer and u guys so full of clueless hate. 😂😂😂😂😂 https://t.co/zb94kB9ZFF	1				
YIP SUGAR BAD . OVER HERE THEY ARE GOING TO PUT WHO RUN TATE AND LYLE IN CHARGE OF OUR CANNIBIS FARMS TO LOOK INTO A CURE FOR CANCER MMMMMMMMMM BRIBE WEAK BUT NOT FUCKING GOING TO HAPPEN . I DO NOT LIE WHAT TWATS SEE HOW DEEP https://t.co/fiz8ojSF7P GE (General Electric) owns NBC, MSNBC. GE is a big player in the Homeland Security sector/ bomb bankers. Check the logos on the side of the machines in airports.   They profit off of your FEAR. Don’t be afraid &amp; don’t watch sugar news. Sugar rots your teeth, sugar news rots minds	1				
@Cernovich They always find a way. Trump could cure Cancer and they'd say he only did it so he could make more money. Watching them devolve is quite fun though.	1				
This is quite sad and infuriating. Something needs to change. The world needs to come together to fight the plastic back! https://t.co/OXJ2Q9yLe4 Curing the plastic problem is a lot like fighting cancer. Even if everyone stopped smoking, there would still be cancer.  Compliance won't be a cure until innovations from the lab set us up for success https://t.co/XqV40smTD9 https://t.co/kem49mNM84	1				
I got a bit of bad news recently. A little touch of the old cancer. Luckily, ball cancer is one of the best ones to have (sorry, ladies!) and they got rid of it all pretty quickly, along with a ball. Bye, ball! I'll never forget the good times! Chaps, make sure you check your chaps. As @Glinner says ball cancer is one of the better ones in terms of treatment and cure so make sure you keep a beady eye on any changes &amp; see your doc if you have concerns https://t.co/srP5pj2tXv	1				
Fuck Cancer, researchers spending hundreds of millions on Cancer Research yet there still no cure for it. And us, we keep donating money for it to go to waste.	1				
@DrewFrogger Atleast no humans were hurt in the crash. But the changes of you hitting a nazi scumbag are the same as the chances of hitting a kid who would've grown up to cure cancer so seriously don't drink and drive its not ok.	1				
@realDonaldTrump @realDonaldTrump could announce Cancer cure today,	1				
Another incredible cancer cure suppressed by the FDA and Big PHARMA. https://t.co/eP1amyvUSu	1				
@AlyahYasmine Black parents always knew the cure to aids and cancer yanno. Tea could solve world hunger even`	1				
@carrieksada @ReneeCarrollAZ @JoeBiden I used to joke and say 'Trump could cure cancer and the left would be mad that he put oncologists out of work.' We now Kim is a monster, but can we give him a sec to remove nukes before hanging him? Other evil dictators are watching.	1				
@Tom_Winter @USA_First_2016 @frankthorp @jonathan4ny Nothing personal.  Perfect recent example of  #FakeNews from most MSM including @NBCNews Trump calls immigrants (not MS13) "animals" .  Trump could cure cancer and msm would find 100% accurate stories from heart patients for whom he'd done nothing.	1				
This young girl looks at me and with the biggest smile on her face and says 'I want to cure cancer' I excused myself from the table because there were tears welling in my eyes. Anyone who knows me knows that I have lost many close to me because of cancer and	1				
@realDonaldTrump Mr. President very happy for Mitt and he does have a lovely family just like you do please keep working for us and do not let the miserable people who want to destroy you get you down take the high road you could cure cancer and they would have a grip #MAGA	1				
🗣🗣🗣🗣🗣🗣 y’all tryna play God l, why not help humanity on earth right now and cure these diseases and stop making money from them https://t.co/6UFx4Drxpb	1				
@Ocasio2018 I suppose u want to cure cancer also!? Can you imagine the chaos if we actually cured cancer? What would happen to th pharma biz? They'd go bankrupt!  Keep cancer and we maintain stability! Imagine how many old people draining entitlements if we iraddicate cancer! #NotOnMyWatch!	1				
We Can and We WILL Cure Cancer! | Rafael Fonseca MD | TEDxEaglebrookSchool https://t.co/0wSBXkKyBS	1				
Desirable Essence Boutique is looking for donations.  So if you have a group or team that is fighting for a cause please check out https://t.co/Kuskm0CbUS and order Water Bottle Totes in your choice of colors to share in the fight to finding a cure for Sarcoma Cancer!	1				
ETHER TRUMP CONVINCES ME OF HIS WILL TO FIGHT CORRUPTION OR THERE IS NO NEED TO VOTE HIM IN 4 ANOTHER WASTED TERM.  TRUMP PROMISED HE WAS THE CURE FOR THE CANCER !!!!! https://t.co/3ZfSUg65On Dirty Cops Andrew Weissmann and Robert Mueller hacked the code and broke into Paul Manafort's storage locker. They then gave 2 AP Reporters the code to Manafort's locker.   AP reporters broke in, reported on the contents in a news story, thus giving Mueller goods to get a warrant	1				
But in registering eternal youth for proof, can add that Russians are the cause of denial, including cure for cancer and other parts of my business, but not accusing Russians of wrongdoing and the denial being against women accessing my business.	1				
And we sTILL don’t got the cure for cancer? https://t.co/Xx0WtUIwmU	1				
@joonlee @trenni Well maybe that might change but with people like you that hate Trumps every move things will never change. He could cure cancer and the left and their hate agenda would say it’s not good enough and want cancer not cured.	1				
@fordprefect241 @CathyCMAGA He can cure cancer and they’ll find a way to attack him.	1				
I liked a @YouTube video https://t.co/nXW7OdpTQf India's Smartest Boy And His Quest To Cure Cancer	1				
@JarrodTheLord There is a cure for cancer💀🙄 simply the government makes far too much money off of our health and sickness I mean that’s American facts. Also shoulda went ahead and threw in cloning people bc they doing that too🙃😂 if u think they don did animals. Don’t sleep.	1				
@realDonaldTrump Boycott cnn.  Trump could cure cancer and cnn would turn it into a negative.   They are trash tv.	1				
RT @Talwar_Punjabi: Groundbreaking genetic research could help diagnose and cure cancer in children https://t.co/sPYfYeg7FD https://t.co/ON…	1				
@LilaGraceRose Isn’t Make a Wish for like... dying ppl?  And like... his last “wish” is to end abortion?....  Why not... maybe... I dunno.... cure cancer?.... https://t.co/QpNzxzvs7u	1				
I could cure cancer and fans would still be like WHERE IS CHELSEA? - @AustenKroll https://t.co/hig3B8NaW7	1				
Listen George, We could come up with the ultimate cure for cancer, And the Tories would still complain about it. Yer never gonna win wie these clowns. https://t.co/h8K6Oak7zl More operations incl cancer ops. Tory says that’s bad. @HumzaYousaf @CaroleMagoha @ChrisMcCusker67 @Dwina56 @ColetteWalker12 https://t.co/5uaRUsCtG5	1				
@lainasivas Donald Trump could cure cancer and Dems would find something about it to oppose	1				
Congratulations to Chris on winning this Jack Daniels Racing pack in our Friday evening Fundraiser, an effort to raise money for Smiddy's Ride To Cure Cancer 🚴‍♂️ Come in next Friday for an ice cold beer and your chance to win one of our great weekly… https://t.co/q9JfZaR84L https://t.co/X9C0rsU8gs	1				
Just found out that drinking structured water will, in fact: cure my depression, cure my acne, immune me to cancer, and make me immortal..to all u bihs drinking dead, unstructured water, u might as well just give up on life. Thank u for listening to my Ted talk bye	1				
@MichaelThurman_ @_StephanieMyers @melburke16 OUR President could find a cure for cancer and all you haters would say that he is against chemotherapy.  #MAGA  #LiberalTears	1				
Is there a cure for every disease in this world? If yes, then why do cancer and AIDS not have a cure yet? by Mohd Imtiyaz Ali https://t.co/il1dCxzg3q	1				
Hey guys! Prayers appreciate for a friend of mine, as well as her husband and two little girls. She found out after having a brain tumor removed that she has a form of brain cancer that has no cure at the moment. Such a sweet family struggling right now...	1				
@MistyWeather18 @RWPUSA oh this woman is so stupid...if she is a woman.  THERE IS NO FREE MARKET IN HEALTH CARE.  IF YOU HAVE CANCER YOU CAN'T LET THE COMPANY WITH THE CURE DECIDE HOW MUCH YOUR LIFE IS WORTH AS IT'S WORTH EVERY PENNY.  Is it right to demand one's home b/c you're lucky  and they're need?	1				
@sunshine_hoseok @bts_enthusiastz Hoseok has a smile that can cure cancer, improve your grades, clear your your skin, and get you to heaven. A whole angel on earth. ❤️😍	1				
@X1Titan @PhilMcCrackin44 @chuckschumer I wonder if the child living in poverty would discover the cure for cancer if only he had access to better food and education through social care.	1				
@IvankaTrump Trump could cure cancer and liberals would complain about all the pharmaceutical jobs being lost.	1				
@GregHillWAAF Greg, all these ppl are nuts.. just radical liberals who refuse to acknowledge the truth and look at things rationally. Trump could cure cancer but these ppl would berate him for putting pharmaceutical company employees out of work.. #can'tcurestupidradicallibs	1				
This last year has been the hardest of my life - to all the cancer researchers, doctors, nurses and caregivers who are so selflessly dedicated to finding a cure and healing patients, you are my heroes and I am grateful for the hope and strength you continue to give me &amp; my family Finding a cure for cancer should be the top priority. I want to see folks in the streets shouting for a cure. We lose too many great folks to this shitty disease. Wish my timeline was full of folks ranting about it. Instead of some useless political agenda. https://t.co/BKn2L5bnVi	1				
it's 2018, we don't have flying cars, a cure for cancer, and we haven't stopped using fossil fuels, but at least we have a Twitter page dedicated to drawing dicks in newspapers	1				
@realDonaldTrump YOU'RE A DANGEROUS CANCER; BUT WE WILL CURE THE NATION OF IT; NOT BY FORCE, BUT BY SHEER DILIGENCE OF WHAT IS GOOD AND JUST. YOU WILL WATCH THE STRENGTH OF IT UNFOLD LIKE NEVER BEFORE.WE WILL MOVE ONWARDS TOWARDS PROGRESS AND THRIVE AND BE THE BEACON WE ARE FOR ALL THE WORLD.	1				
People have been practicing yoga for years without commodifying it. While meditation and stretching has their benefits, but it is not a cure for any disease. #YogaDay  P.S.: Yoga didn't cure any paralyzed person or cancer. :)	1				
