,Tweet Text,# number,Medical relevance,X,Does X cure cancer,Unnamed: 5
1544,"@LuisPin23257352 @trackmaster9911 Socialism is a cancer on humanity disguised as a cure to capitalism. Socialism is the springboard to communism, Nazism, and fascism. It is rotten and creates sickness killing the initiative processes of the mind. Man‰Û¡ÌÝå»s spirit and soul are crushed by The Socialist Party.",2,no,,no,
1545,We believe research is the key to prevent and cure cancer for generations to come. We believe that facing cancer together is the strongest path forward. #jointhepaceline Website: https://t.co/er72oNqmak https://t.co/HKxhrrtmyb,2,no,,no,
1546,You killed my DAD with chemo in 1984. You knew the cure for Cancer and patented it in 1971. Any more questions why I am so angry and do what I do?,2,yes,chemo,no,
1547,"@Cristiano can save 10Million people from the holocaust, create the cure for cancer, Ebola, aids, malaria, epilepsy ... stops SARS and make Nigeria win the World Cup AND STILL GET HATE.",2,no,,no,
1548,"@RepAdamSchiff Trump is like cancer. It fights like crazy and makes you really sick when treating it but, if you keep on treating it, you will prevail. There is a cure for cancer/trump and that is Mueller and, voting the gop out.",2,no,,no,
1549,RT @cabin_da: You could give Cash Crusaders the cure to cancer and they‰Û¡ÌÝå»d still just offer you less than 500 NAD,2,no,,no,
1550,"How a ‰Û¡ÌÝÌáCancer Cure‰Û¡ÌÝå» Video Blasted Bad Science‰Û¡ÌÝÌÒand Went Viral. ""This NATURAL TRICK can CURE YOUR CANCER"" isn't at all what it looks like. https://t.co/rasL38sGzc",2,yes,natural trick,no,doubt
1551,Rachel Maddow‰Û¡ÌÝå»s on-air breakdown reveals the empathy gap in politics https://t.co/lqzumbcDMw Maddows IF TRUMP CURE CANCER YOU WOULD COMPLAIN WITH YOUR FAR LEFT MSNBC.MADDOW GO HOME AND CRY MORON!!,2,no,,no,
1552,"@RealSaavedra @brianstelter This is about Trump derangement syndrome, The liberal Media , has two sets of rules one for them and one for Trump and his supporters, Trump could cure cancer, and they would be like why did not he cure Aids. They also have a separate code of conduct. Which they",2,no,,no,
1553,RT @MsPinkZebra: I could find the cure for cancer and my parents still wouldn‰Û¡ÌÝå»t be proud to say I‰Û¡ÌÝå»m their child ?????,2,no,,no,
1554,"@patcondell If Trump eliminated world poverty and singlehandedly found a cure for cancer, the left still wouldn't have a good word to say about him.",2,no,,no,
1555,"RT @nayhomes: Drake could cure cancer on the moon and I would still immediately think ""Jimmy from Degrassi"" when I look at him",2,no,,no,
1556,"? Special delivery!? Team Spring for a Cure dropped off a $100,000 check for Pelotonia and helped push us over the 1??6??2?? million raised for cancer research! ? https://t.co/hC8vRBed1f",2,no,,no,
1557,"@realDonaldTrump #MAGA HE'S MY PRESIDENT AND I LOVE HIM ?????? So tired of these #TDS folks. U could literally cure cancer &amp; they would run the other way, Sir. ??? Ignore those stupid snowflakes. (However, it is a good way 4 me 2 find more ppl 2 block. Trolls. SMH #MAGA ??????",2,no,,no,
1558,We spend billions finding a cure for cancer when it's just nature's way. Abortions carry less risk than carrying a pregnancy full term. Here's the harsh truth from your favorite news source @potus https://t.co/UWsnIqSA9s https://t.co/N6uOa57Uqx,2,no,,no,
1559,Draw your neighbor and your grandma discovering the cure for cancer,2,no,,no,
1560,"Box: do not cut with sharp object Also box: you must get through 5 layers of tape, a bottle of glue, solve a riddle and cure cancer to open me",2,no,,no,
1561,The way People who drive Benz and BMWs step out of the car? is as if they have just discovered the Cure for Cancer??? https://t.co/1Fplo552Uj https://t.co/1Fplo552Uj,2,no,,no,
1562,"Imagine wasting a wish like that imagine a genie was like ‰Û¡ÌÝÌyou either can wish to cure cancer or end abortion‰Û¡ÌÝå and your ass was like abortion :D https://t.co/8gJAe4wyTS 16-year-old Jeremiah Thomas, who is battling cancer, has used his Make a Wish to ask for an end to abortion. Thank you, Jeremiah, for your beautiful life, and for inspiring so many. https://t.co/buMZMGgyAY",2,no,,no,
1563,"Applicant: Let me know when they want to do a show about a hot guy who is trying to cure cancer, owns a house in Miami, and has a lot of cats. Me: Sounds like any show would be lucky Him: Cars* not cats Me: You sounded more interested when it was cats...",2,no,,no,
1564,"Stan was 3 luxury yachts, the location of the Ark of the Covenant and the universal cure to cancer short of meeting Ottawa's asking price for Karlsson. https://t.co/PwFPZDj7gh Awaiting some more info. today. One tidbit dropped on @TheRinkcast last night: was told yesterday the Hawks had made an offer on E. Karlsson but it was ""highly unlikely"" they would meet OTT's price. Still, Bowman is working on some ""splashy"" stuff. Buckle up.",2,no,,no,
1565,#WouldntItBeNiceIf There could be a universal cure for all types of cancer and the manufacturer made it affordable for everyone who needed it?,2,no,,no,
1566,"Actual best sign list 1. Cancer 2. Scorpio 3. October Libras.. 4. Aquarius (once you figure the bitch out) 5. Pisces If you wanna argue, I GOT TIME TODAY CUHZ If you‰Û¡ÌÝå»re not on this list how do you live with yourself you‰Û¡ÌÝå»re a terrible person with no morals I hope you eat shit and die. Oh you found the cure for cancer? Oh but you‰Û¡ÌÝå»re a Gemini.... https://t.co/y8u5eNLLnL",2,no,,no,
1567,"Boring, and presupposes the media here does its job well . Also, most reasonable people (whatever their politics) will acknowledge that the US media - in its treatment of trump - is anything but fair and objective. He could find a cure for cancer and CNN would spin it as negative https://t.co/OxwOroQVXj This is the only op-ed I have written in 7 years at the helm of @thejournal_ie and it may be the only one I will ever write. But how could I not? https://t.co/onlqGTwPpm",2,no,,no,
1568,@DonnieWahlberg happy #twug Tuesday I have one wish a cure for cancer to end all the heartache. And to cure my uncle he is my hero. I'm thankful for the time I have got to have with him a very special man..,2,no,,no,
1569,@jmtham651 @peterwalker99 Trump could invente the cure for cancer and some people would still be pissed with him for not inventing it earlier. He didn‰Û¡ÌÝå»t even get praised for the North Korea deal. The same people that months earlier were saying NK was gonna nuke the US and it‰Û¡ÌÝå»d all b Trump‰Û¡ÌÝå»s fault. Surreal,2,no,,no,
1570,"Thank you to the sponsors of Gav‰Û¡ÌÝå»s Paddle: the 40tude SUP Marathon 2018. 90 people are paddling 26 miles of the River Thames on Stand Up Paddleboards, raising awareness and funds to help cure colon cancer. Over... https://t.co/reqLog4Npe",2,no,,no,
1571,RT @jazzyjonahj: How #nanotechnology research could cure cancer and other diseases https://t.co/DCxPF9KcgN,2,yes,nanotechnology,yes,
1572,I have to do a rant...how is it that modern medicine can do things like organ and limb transplants! A fucking head transplan! A bypass that can stop someone‰Û¡ÌÝå»s heart for hours then bring them back to life! Yet we haven‰Û¡ÌÝå»t found a cure for cancer?,2,yes,modern medicine,no,
1573,RT @Kyleklan: Trump could literally cure cancer and people would say there‰Û¡ÌÝå»s an over population problem.,2,no,,no,
1574,In 1938 Dr. Rife made a machine that can cure all diseases by using high frequency sound. Illuminati FBI &amp; CIA Nazis have assassinated thousands of doctors who have found cures using light or sound or food for all germs and cancer created by Satan Lucifer's Illuminati in Atlantis https://t.co/SXsdCGp438,2,yes,light sound food,yes,
1575,"The public mistrust of scientists is very disheartening to me. Scientists are normal people who work to better our society - if the cure for cancer was known, it wouldn‰Û¡ÌÝå»t be hidden away. https://t.co/GUJ7vDEGqc",2,no,,no,
1576,Impossible to break just hackers noises sprays Cains criminals and the lady dying New York with the cure of cancer here an invasion @NewYorkStateAG we lost many #newyork don‰Û¡ÌÝå»t let them take your child https://t.co/Rx06kCkRIa,2,no,,no,
1577,"RIP Charles Krauthammer. No matter what side of you are on policy wise, he was always respectful. We need more like Charles. My thoughts and prayers go out to his family. Charles death reminds us all that we do need to work harder for a cure for cancer.",2,no,,no,
1578,"@DennisDMZ @prayingmedic Trump could nominate Merrick Garland, Amy Coney Barrett or he could announce a cure for all cancer &amp; other diseases and the headlines would be the same.",2,no,,no,
1579,"TDO 023 : Various Artists - Skull Friday, A Tape for Dil23 is now available. https://t.co/W9yRMGkgRn Ì´å£15 excluding postage - please see link for postage rates This is about making money for the Macmillan Cancer Trust and not taking the postage price off the total at the end This is not the cure for cancer, but it sounds even better. I am humbled to have a tune on it. Big up to all participators and to @darkoutside for making this happen. https://t.co/P8AY9fhyct",2,yes,Macmillan Cancer Trust,no,doubt
1580,"A big THANK YOU to everyone who sponsored my challenge. Your generous support will fund research to develop treatments and find a cure for childhood cancer to give these kids the brighter futures they deserve. To view my challenge page, click below. https://t.co/bDhEuWhoOV",2,no,,no,
1581,It‰Û¡ÌÝå»s 2038. You go to visit your kid at stockton. The library has no seats available. Yitzak is still teaching. Dunkin‰Û¡ÌÝå» Donuts line is 30 minutes long and gives the wrong order. Joe Thompson is now president. ospreys for life people. https://t.co/uTVTqELh6W It‰Û¡ÌÝå»s 2038. You go to visit your kid at Penn State. N. Atherton is still under construction. Ron Jon is still teaching. THON was the reason we found a cure to childhood cancer. Saquon Barkley is the honorary captain for the Ohio State- white out game. WE ARE. https://t.co/dmarJj40r0,2,no,,no,
1582,"@DailyCaller Trump could cure cancer, create world peace, and end world hunger and Scarborough would still hate him. Democrats just have to hate. It‰Û¡ÌÝå»s what they do.",2,no,,no,
1583,Science has cured many diseases that NO ONE suffers through anymore because of scientific inquiry. There are so many more diseases out there and the notion of a so-called ‰Û¡ÌÝÌpharmaceutical boogeyman‰Û¡ÌÝå that‰Û¡ÌÝå»s supposedly hiding the cure for cancer just to make money is just ludicrous.,2,no,,no,
1584,RT @SwishMahoney34: There‰Û¡ÌÝå»s no cure for cancer and HIV https://t.co/4DT6zCjTmB,2,no,,no,
1585,@marklutchman HEADLINE: TRUMP CURES CANCER Liberals: Stupid orange Trump put doctors out of work. Some doctors are immigrants and minorities. Racist! Xenophobe! The Russians probably gave him the cure to destroy America! Impeach!!!,2,no,,no,
1586,@thecjpearson @Eaa7110 @realDonaldTrump Hey! Welcome back CJ! ? And you are right. They are so insane with their hate if he found the cure for cancer they would find some way to put a negative spin on it. It‰Û¡ÌÝå»s pitiful!,2,no,,no,
1587,RT @lynnemorvirat: @JamesBl97180045 @jimEastridge1 Islam refers to Democracy as a cancer and Islam is the cure I'd rather have the Democrac‰Û¡ÌÝ_,2,no,,no,
1588,"@realDonaldTrump If President Trump discovered a cure for cancer the dems would criticize, oppose and resist, claiming Trump is putting doctors out of work.",2,no,,no,
1589,Soooo tired of people who are genuinely concerned with other people's choices... also are you referring to the hippies that attended Woodstock becauseÌ´ÌÛ.... also wtf festival cost $600. This whole tweet is just ? https://t.co/TQIzfhtGV2 So sick of festival kids fingering themselves with amethyst and wearing 10 pashimas thinking they're hippies. Real hippies would get together and cure cancer instead of spending $600 to stand around in a field and fuck each other on acid. Go feed the homeless if ur such a hippie,2,no,,no,
1590,"It seems like all i hear is crying, over everything President TRUMP does thats good, i bet if he didn't shit at 6 am it would be on the news,is this going to go on for 8 year's, build the wall, cure cancer, fix our roads, keep everyone working raise their pay..and screw the rest",2,no,,no,
1591,I am going to keep tweeting this EVERY DAY UNTIL you all get the messag According to Me it Dr Scott Mumby(check out his web site) says if you can beat heart disease and cancer you have a good chance of living beyond 100. Both are EASY to cure according Dr Mathias Rath-,2,no,,no,
1592,@ashtonbirdie @RitchieJodi He could cure breast cancer and they d complain that it's because he's a male pig and likes breast. Can't win. With dems. Obviously didn't need to though lol,2,no,,no,
1593,"Pediatric cancer is a relentless disease, and we cannot waver in our efforts to eradicate it. For Jonny and the thousands of children who are diagnosed with cancer each year, we must all work together to fully fund pediatric cancer research. Maybe @RodneyDavis could start by just funding healthcare for everyone. Research won't cure someone who doesn't have access to healthcare because they can't afford insurance, they don't live near a hospital, or they can't take sick time to care for themselves or family. https://t.co/gYxECtRYbB",2,no,,no,
1594,And lord I really need sum answers ?? I swear I‰Û¡ÌÝå»m on it like the cure for cancer ? Let‰Û¡ÌÝå»s get dirty they don‰Û¡ÌÝå»t want it handsome ? shoot like Curry answer ????? #stephcurry #goldenstatewarriors #2018Champion https://t.co/wfLZofVICR,2,no,,no,
1595,@KetoCarnivore No. It just takes some solid randomized controlled trials. It s a thing called Science. Otherwise I can suggest this instead of a carnivore diet. Many more anedoctes and over centuries. And it can even cure cancer https://t.co/os6rRZtvgi,2,yes,carnivore diet,yes,
1596,Anyone with even the simplest understanding of how cancer and aids work would understand how impossibly difficult it is to cure such diseases https://t.co/wyp9dvBaa2,2,no,,no,
1597,@marklevinshow President Trump could present the world with a cure of all cancer. And most will still hate him. Never again Dem for me Mark. That party is filled with way to many Hate the Existence of America Radicals for me. Consider this American of Color in for Trump 2020!,2,no,,no,
1598,u kno what really fucks me up? the thought that there might actually be a cure for AIDS or Cancer but the gov / the powers that be are hiding them in order to make money from hospital services. that shit keeps me up at night,2,no,,no,
1599,"This future Technology could help us Cure Malaria, Cancer and HIV #science https://t.co/sFjFDA8Wag",2,yes,this future technology,yes,doubt
1600,"@rolandscahill And let‰Û¡ÌÝå»s see your tweet would go something like ... (if @POTUS would have just used our military to solve this problem)........‰Û¡ÌÝåF-Trump, he‰Û¡ÌÝå»s a warmongering fascist, blah blah blah‰Û¡ÌÝå. He could cure Cancer and you‰Û¡ÌÝå»d defend cancer‰Û¡ÌÝå»s right to life. #hypocrisy @DLoesch",2,no,,no,
1601,"to everyone who thinks that the government is hiding the cure to cancer to make money, you are dumb. you need to go read a book and learn something.",2,no,,no,
1602,"Healing from cancer: Please pray for Turhan, Robin and Steve, Kat and Tom, Bonnie's son, Hannah's husband, me and all who suffer from cancer. Please pray for a cure and strength and support for the family and friends who... All of God's promises are ""yes"" in Christ! Through‰Û¡ÌÝ_",2,no,,no,
1603,"People be trying to rid plastic from the oceans, raise their kids well, find renewable energy, cure cancer, but sure - life is about persistence and achieving your dreams so that you can be followed on Twitter by a player whose account is handled mostly by a PR team ?? https://t.co/ezsHXeadeE Lacazette just followed me, I can‰Û¡ÌÝå»t believe it... This might be one of the greatest days in my entire life! Persistence is key and if you stick by something long enough, you‰Û¡ÌÝå»ll get the results! Keep believing in your dreams guys! ?",2,no,,no,
1604,Ethan‰Û¡ÌÝå»s getting ready to run the #nebraskaroadrace #5k for the 3rd time. Please help him reach his goal of raising over $300. All proceeds benefit @unmc and their efforts to find a cure for pediatric brain cancer! #StrongerTogether #GBR #Huskers https://t.co/Jc1YnWrG5a,2,no,,no,
1605,@Patriotic_Va @AngelLight2U @DjLots3 @Real_PeachyKeen @JDsMindcrime @MAGAKrissy @RubyRockstar333 @Truthseeker126 @LisaSmith4680 @DutyOfAPatriot @KatTheHammer1 @Jamierodr10 As ppl say he could cure cancer and they‰Û¡ÌÝå»d complain it wasn‰Û¡ÌÝå»t soon enough??????????,2,no,,no,
1606,So frustrated. Watching my country be destroyed by a bunch of maniacal left-wing idiots that apparently escaped the Looney Bin. The left is like a cancer to America and the Cure is the red pill.KAG,2,no,,no,
1607,?Trump says earth is round... Left: The earth is flat and proceeds to jump off of nearby cliffs to prove it. ?Trump approves new cure for cancer... Left: Hopes Americans get cancer and spends 2.5 million to create new cancer.,2,no,,no,
1608,"@TheNickGeller @AnnBank41695841 If @realDonaldTrump could cure cancer, #CNN and the left would moan ""He hasn't cured parkinsons"" . Impossible for them to admit what great things he is doing in USA and the world.",2,no,,no,
1609,They are clueless of the truth! Soon this Administration will want white babies &amp; of course they will be only to willing to comply. Trump always said he loves the poorly educated &amp; Stupied people love him. https://t.co/P5qfggKys9 I don't get it Is it that trump voters only value American (white) life? This is insane to me. They are not goats They are human Beings that could change the ? one day and cure cancer! Every life is precious. #ShowUsTheBabyJail #WhereAreTheBabies,2,no,,no,
1610,"We are proud to partner with the Ovarian Cancer Research Fund Alliance in the fight to cure ovarian cancer. 10% of the purchase price of select Berry Collection items will be donated to @ocrfa to help fund lifesaving research,advocacy and patient programs. https://t.co/LIBqqSa0tB https://t.co/qJPGz3sMvn We‰Û¡ÌÝå»d like to thank OCRFA‰Û¡ÌÝå»s newest Corporate Partner, @OfficialCOL, for joining us in our fight to cure #ovariancancer. https://t.co/oe4B7u92ij",2,no,,no,
1611,"Dr. Cheryl London of @TuftsVet is working to cure cancer in dogs -- and her research may help humans, too. https://t.co/DYgb3K78fe https://t.co/Cm1shB2CZI",2,no,,no,
1612,"@Oma5Bonnie @realDonaldTrump @HillaryClinton This was policy when Obama was president, did you even watch the video Trump just put out. Now he's fixing it but as usual no credit from people like you. I sware trump could cure cancer and you would find a reason to complain. Hillary blatantly said that they should be separated",2,no,,no,
1613,"Updated with recruitment of All-Star DeMarcus Cousins, from Draymond Green in Greece to phone conversations with Bob Myers and Steve Kerr. https://t.co/CxuZu6pUvi Niggas Say LeBron Don‰Û¡ÌÝå»t Strike Fear In Opponents Like Kobe Did....Meanwhile Bron Got These Niggas Working The Phones Like A Damn Telethon To Cure Cancer https://t.co/BqDt0M6J7Q",2,no,,no,
1614,RT @ErinKeyes13: Trump could cure cancer and y‰Û¡ÌÝå»all would still have something negative to say smh,2,no,,no,
1615,We call you horoscope at West not USA because you have oil and they are ignorants Show me allah? Cure my cancer? Why signs? https://t.co/r4cSQDMFIg,2,no,,no,
1616,F*CK CANCER All T-shirt purchase proceeds will go toward the @AmericanCancer Society and @LetsFCancer. Join us in the fight to find a cure for cancer! https://t.co/oTX736AnYl https://t.co/24iEzntcpS,2,no,,no,
1617,"This last year has been the hardest of my life - to all the cancer researchers, doctors, nurses and caregivers who are so selflessly dedicated to finding a cure and healing patients, you are my heroes and I am grateful for the hope and strength you continue to give me &amp; my family Cancer care is more of a team effort than, in my opinion, any other. From the dog ? waiting for our patients at home to the physician prescribing the treatment; we are all in it together. #cancer #healthcare @MeghanMcCain https://t.co/Jqxx5d3Rgr",2,no,,no,
1618,So it‰Û¡ÌÝå»s 2018 and there still isn‰Û¡ÌÝå»t a cure for cancer. Conspiracy Theory: the reason there isn‰Û¡ÌÝå»t a cure is because the government is using this as population control or else the US will become too overpopulated,2,no,,no,
1619,"minseok is such an all-rounder like the man can sing, dance, rap, act, model, look 18 when he‰Û¡ÌÝå»s actually 28, be the king of uwu, cure cancer, end world hunger, out-skinny mariah carey, own everyone‰Û¡ÌÝå»s hearts, AND study for his phd while touring the world https://t.co/pYVvdqT1rr",2,no,,no,
1620,"@Farberyanki @netanyahu @realDonaldTrump &amp; #Netanyahu could end world hunger, bring peace in the Middle East and cure cancer... #Liberals &amp; #MSM would still find fault/complain about them.",2,no,,no,
1621,"@JHolmsted @danieltobin For those of you that don‰Û¡ÌÝå»t know Jenn and Dan, they‰Û¡ÌÝå»re amazing people. Warm, funny, charming at parties, will one day cure cancer and fully develop the physics behind interspace travel. Please give them a follow.",2,no,,no,
1622,Several persons have been poisoned for trying to cure their cancer by ingesting raw apricot kernels. IT DOES NOT WORK and CAN KILL you faster than the cancer. DO NOT EAT APRICOT KERNELS .. period... https://t.co/nDdcx2Z59d,2,yes,apricot kernels,no,
1623,"After seeing the backlash towards the Trump administration over the #TrumpKimSummit, i am truly convinced Donald Trump could personally find the cure to cancer and end world hunger in back to back days and still get scrutinized.",2,no,,no,
1624,@buildzimbabwe @drDendere @drnmanyika This is regrettable and not inline with the message of the President. Please raise the issue with the police and hope they will deal with the perpetrators. This cancer of intolerance will take longer to cure in the grassroots. Hope you were able to hold your rally in peace.,2,no,,no,
1625,They have the planet without nuclear electricity or cure of cancer and send souls to provide energy to darkness in space https://t.co/fJtT2E9i5d,2,no,,no,
1626,"RT @amos_barash: @StefanMolyneux @ACEVAMPS He could cure cancer, and they would blame him for putting researchers out of work",2,no,,no,
1627,"The Cure Starts Now and Team Brock received a $44,000 The Allstate Foundation #HelpingHands grant on behalf of our efforts to help the nonprofit work to find a cure for pediatric cancer. #BringOutTheGood https://t.co/KnCVmTQo5U",2,no,,no,
1628,"When you have Jesus and the Holy Spirit inside of you, this world and death ain‰Û¡ÌÝå»t really scary. Just overwhelming. Like you know the secret to cure cancer but constantly have to see people die of it because for them it‰Û¡ÌÝå»s too good to be true. ?",2,no,,no,
1629,"Healing from cancer: Please pray for Turhan, Robin and Steve, Kat and Tom, Bonnie's son and husband, Hannah's husband, me and all who suffer from cancer. Please pray for a cure and strength and support for the family and... All of God's promises are ""yes"" in Christ! Through‰Û¡ÌÝ_",2,no,,no,
1630,"If you score over 100 likes on your insta, I will never throw you a like. I don‰Û¡ÌÝå»t care if you cure cancer and get the Pope and Lebron in the same selfie in the Maldives. I‰Û¡ÌÝå»m not gonna do it.",2,no,,no,
1631,"@MarkBarth64 He didn‰Û¡ÌÝå»t cure cancer, he met with a dictator and signed an agreement that fake right wing news is saying means they agreed to denuclearization, which is 100% false. They agreed to discuss it more in the future but that is it!",2,no,,no,
1632,"No, the problem is that even the low bar of being a decent spectator and bringing your trash to the concourse bin is cleared so rarely that these types of group clean-ups are lauded like they were a cure for cancer. https://t.co/AFthQ8Sws1 @aishiterutokyo The problem not that everyone thinks it's amazing, but that everyone that sees it thinks, ""I can get a few clicks, new followers if I steal those pics and tweet them"". So we get them over, and over. (And if only these people knew what the REAL Japan is like about cleanliness!)",2,no,,no,
1633,"Honestly, i've seen a lot of people, malays especially, who dont tkae depression srsly. And even anggap depression is like gila and something stupid. And even think ""iman tk kuat sbb tu depress"" i guess dgn iman kita ada boleh cure cancer kot?",2,no,,no,
1634,"@kolleenkay @USATODAY Why don't they report on the GDP being over 4%? Oh wait, they won't report on anything that is positive toward Donald Trump. Donald Trump could cure cancer and there'd be a media blackout on the story.",2,no,,no,
1635,CURE Media Group Expands Strategic Alliance Partnership Program with Lung Cancer Alliance: The partners will collaborate to empower the lung cancer community through educational efforts CURE Media Group the nations leading digital and print media‰Û¡ÌÝ_ https://t.co/Fa9Dzfu2RI,2,no,,no,
1636,"Paul Pogba could run into empty space and lose the ball and give away a freekick all in a single gif and united fans would say WOOOOOOOOW POGBA UNLEASHED IS WORLD CLASS, NO OTHER MIDFIELDER COMES CLOSE https://t.co/ZYvT5686xK Paul Pogba could dribble past four players, cure cancer, find life on another planet, and score a banger from 35 yards all in a single gif and football twitter would say LMAOOO what‰Û¡ÌÝå»s special about this",2,no,,no,
1637,@Ladybird_Lauder A physics lesson in high school awakened my curiosity for radiation. I studied physics with the goal of using my passion for physics and radiation to cure cancer. Have a PhD in Medical Physics and am professor @mcgillu @McGillMedPhys developing technology for treatment of cancer.,2,yes,radiation,yes,
1638,"#TrueWorship_Cures_Cancer Only God can cure the fatal disease like this cancer and no one else. Must watch example , its really happened. @iamsonalibendre https://t.co/cYjCCx0IYY",2,yes,god,yes,doubt
1639,"The Iranian regime It is not just a cancerous influence domestically, but regionally and globally #IranProtests #IranRegimeChange https://t.co/AGwUCdBTQI As people‰Û¡ÌÝå»s anger boils over in the streets there are talks that the Rouhani government should resign. But you do not cure cancer with an aspirin. The tumor needs to be removed- - and tumor is IRI and the surgeons are the people.",2,yes,aspirin,no,
1640,"Fleccas on point here. It's worth noting that the Dems had 8 years of protesting and legislating against illegal immigrants and no one said a word. @POTUS actually does some good and the retards go bananas, he could cure cancer and still be hated. #MAGA https://t.co/yB7jUFcIWX",2,no,,no,
1641,"Harry Kane could find a cure for cancer, talk David Byrne into reforming the Talking Heads AND be the first man on Mars and all I'd still want to do with his face is let my butler punch it. https://t.co/pyQiYbYzUX",2,no,,no,
1642,"Trump could cure cancer and people would still complain. Seriously, if you can despise a person so much that you can't acknowledge anything good, you have bigger issues than your hatred.",2,no,,no,
1643,At @accio_cat #FÌÎ_rumInversiÌÎ_ #Nanoligent Advances in a #anomedicine for the selective elimination of the #cell #Nanoligent # cancer #transference @IBB_UAB @PRUAB prevents and cure metastasis https://t.co/maXf8kQ8yI,2,yes,nanomedicine,yes,
1644,@jessica65139794 @robjh1 @PradRachael I‰Û¡ÌÝå»m with you Jessica... I think we‰Û¡ÌÝå»ll see that this ‰Û¡ÌÝÌsuper aggressive and hard to treat‰Û¡ÌÝå cancer will miraculously disappear like it did with Carter. At that point we will know that there is a cure for cancer.... but only for the elite and super rich.,2,no,,no,
1645,"ALERT: There is a new disease with cancer-like symptoms but far worse because it is communicable. It eats you up from the inside and destroys your senses and cognition. It's called BAD BELLE and the primary symptom is sadness at the good fortune of others. There is no cure. It's caused by envy. But I beg to disagree, for there's a cure to the cancerous ""BAD BELLE"" disease. The cure is faith in God, belief in self &amp; the rediscovery of the creative ""can-do"" spirit that God has blessed the humanity with. The cure is in us. Our job is to find it. https://t.co/YAQZO6JnOX",2,no,,no,
1646,"Hey. I really love you and you‰Û¡ÌÝå»re my bestie, you put up with me even though you don‰Û¡ÌÝå»t have to and one day you‰Û¡ÌÝå»re going to cure cancer. I really love you @notcurlz",2,no,,no,
1647,"@exfogcity @RealJamesWoods Call me crazy, but is he not trying to end the tension and bring peace? There is nothing Trump can do to make the haters happy. He could find a cure for cancer and the left would cry for the poor cancer cells he killed, demand he be impeached.",2,no,,no,
1648,"We're at an impasse, gentlemen. @SGottliebFDA, you prefer more smoking for kids, &amp; @theNCI Director Ned @NCIDirector says combustible #tobacco will prevent and cure #cancer. I'm not sure how this will end. I suggest a contest to see who can tweet the most inappropriate thing? https://t.co/iYOgEgEdib It's about time these fuds in public health etc were given their marching orders and we spent the money saved on something useful https://t.co/s0yFPu7gFb",2,no,,no,
1649,I honestly believe they have discovered the cure for cancer and are just hiding it bc of the money they get from cancer treatments etc. https://t.co/8RWHdzCZwo,2,no,,no,
1650,@DrLoveResearch focuses on finding a cure and preventing breast cancer. #FollowThem https://t.co/cmhY9rlp7m via @caretoclick,2,no,,no,
1651,"It costs $32 to keep all of St. Jude running for ONE SECOND. If my math is correct it would cost $1,009,152,000 to run St. Jude for a SINGLE YEAR. Every dollar and every second matters in the battle for the cure for cancer. Join @GuardianCon in the battle! #ForTheKids",2,no,,no,
1652,"Please join our dad, @rustinmooredvm, an ambassador for 2018 @Pelotonia who will participate for his 9th year either as a rider or virtual rider and help find a cure for #cancer in people, #dogs &amp; other #animals. Travis &amp; Teddy https://t.co/lO4oAQGAaR https://t.co/bEM3KfoPdK",2,no,,no,
1653,@LibertyJen You all realize that the probability of one of those babies would have found the cure for cancer is extremely high. 1.5 billion! An appalling number. And women have control of their bodies. Just nice.,2,no,,no,
1654,RT @keiidakamya: That smile could end wars and cure cancer. https://t.co/HqMhy7O0kp,2,no,,no,
1655,"That is a sickening amount of money to do anything except maybe cure cancer, end starvation, or make world peace. Can't blame him for taking it, can blame them for offering it, and us for supporting it... #SorryNotSorry https://t.co/n5biteyJhx",2,yes,money,no,
1656,@ThanthiTV Thanks @CMOTamilNadu for arresting sterlite Anil agarwal and confiscating his wealth. Pls use it to clean the damaged thoothukudi ecosystem and pay for the cure of the cancer patients.,2,yes,wealth,yes,
1657,"Aswakandha! ives you all! it helps brain functions, it improves blood hemoglobin levels stable. The root powder, will send your stress and anxiety away from you! It gives calm sound sleep! It cure major deseases, inc. cancer, It helps to control weight and reduces cholesterol https://t.co/R2lgKZzgAT",2,yes,root powder,yes,
1658,Anyone who knows me knows how much I love kids and nothing means more to me than helping these kiddos get better. If anyone is willing to help cure childhood cancer please donate to https://t.co/FZHidrD67w Any help is appreciated! Thank you ?? https://t.co/U5wo47RXxO Hey @TheRock any chance you could join the campaign to help battle childhood cancer? It would mean a lot to these kiddos knowing that The Most Electrifying man In Sports Entertainment joined the battle and helped spread the word to everyone! Thanks! ?? https://t.co/PHdK0jIYc2,2,no,,no,
1659,"Food and diet cannot cure disease, only drugs and medical doctors can. Its not as if food interacts with the body on a cellular level like these drugs do. Were still waiting on a cure for cancer. #sarcasm #howmostpeoplethink",2,yes,food and diet,no,
1660,"@HatefulDoll @NintendoSoyboy Lmao Not the green That's been known to cure cancer, especially CBD oil if vaporized or injected. And LSD is known to cure alcoholism and is a very good treatment option as well. I am being sensible. Id rather die high as shit than die of cancer",2,yes,CBD oil,yes,
